|,ITEM_ID,COUNTRY,lat,lon,SEVERITY_CODE,MONTH,YEAR,dummy_date,baa,Confusion matrix,Cases
16008,16008,Netherlands Antilles,12.2186,-69.0875,1,4,2011,1-4-2011,0,TN,2
16009,16009,Netherlands Antilles,12.1396,-69.8372,1,4,2011,1-4-2011,0,TN,2
16010,16010,Netherlands Antilles,12.2191,-69.0878,0,4,2011,1-4-2011,0,TN,2
16011,16011,Netherlands Antilles,12.2191,-69.0878,0,4,2011,1-4-2011,0,TN,2
16012,16012,Netherlands Antilles,12.0745,-68.8792,0,4,2011,1-4-2011,0,TN,2
16013,16013,Netherlands Antilles,12.2186,-69.0872,0,4,2011,1-4-2011,0,TN,2
16014,16014,Netherlands Antilles,12.2181,-69.0866,0,4,2011,1-4-2011,0,TN,2
16015,16015,New Caledonia,-21.4106,164.958,0,4,2011,1-4-2011,2,TN,2
16016,16016,New Caledonia,-21.218,164.763,0,4,2011,1-4-2011,2,TN,2
16017,16017,New Caledonia,-21.3673,164.981,0,4,2011,1-4-2011,2,TN,2
16018,16018,New Caledonia,-20.9067,167.264,0,4,2011,1-4-2011,2,TN,2
16019,16019,New Caledonia,-20.7879,167.122,0,4,2011,1-4-2011,2,TN,2
16020,16020,New Caledonia,-21.1947,164.778,0,4,2011,1-4-2011,2,TN,2
16021,16021,New Caledonia,-21.0261,167.412,0,4,2011,1-4-2011,2,TN,2
16022,16022,New Caledonia,-21.0309,167.419,0,4,2011,1-4-2011,2,TN,2
16023,16023,New Caledonia,-21.3803,164.967,0,4,2011,1-4-2011,2,TN,2
16024,16024,New Caledonia,-21.0871,164.762,0,4,2011,1-4-2011,2,TN,2
16025,16025,New Caledonia,-20.7847,167.117,0,4,2011,1-4-2011,2,TN,2
16026,16026,New Caledonia,-20.7939,167.157,0,4,2011,1-4-2011,2,TN,2
16027,16027,New Caledonia,-20.9157,167.274,0,4,2011,1-4-2011,2,TN,2
16028,16028,United Arab Emirates,25.6034,56.3507,0,4,2011,1-4-2011,0,TN,2
16029,16029,Dominican Republic,18.658,-68.345,0,5,2011,1-5-2011,0,TN,2
16030,16030,Dominican Republic,18.658,-68.341,0,5,2011,1-5-2011,0,TN,2
16031,16031,Dominican Republic,18.343,-68.846,0,5,2011,1-5-2011,0,TN,2
16033,16033,Australia,-24.114,152.72,1,5,2011,1-5-2011,0,TN,2
16034,16034,Australia,-19.7456,149.166,0,5,2011,1-5-2011,0,TN,2
16037,16037,British Virgin Islands,18.4933,-64.4603,0,5,2011,1-5-2011,0,TN,2
16038,16038,British Virgin Islands,18.4933,-64.4603,0,5,2011,1-5-2011,0,TN,2
16039,16039,British Virgin Islands,18.7717,-64.878,0,5,2011,1-5-2011,0,TN,2
16040,16040,British Virgin Islands,18.7717,-64.878,0,5,2011,1-5-2011,0,TN,2
16041,16041,British Virgin Islands,18.3317,-64.6273,0,5,2011,1-5-2011,0,TN,2
16042,16042,British Virgin Islands,18.3317,-64.6273,0,5,2011,1-5-2011,0,TN,2
16043,16043,France (Indian Ocean),-21.0843,55.2248,0,5,2011,1-5-2011,1,TN,2
16044,16044,France (Indian Ocean),-21.1711,55.2856,0,5,2011,1-5-2011,1,TN,2
16045,16045,France (Indian Ocean),-21.1711,55.2856,0,5,2011,1-5-2011,1,TN,2
16046,16046,France (Indian Ocean),-21.0732,55.2194,0,5,2011,1-5-2011,1,TN,2
16047,16047,France (Indian Ocean),-21.0698,55.2172,0,5,2011,1-5-2011,1,TN,2
16048,16048,France (West Indies),18.0713,-63.0101,1,5,2011,1-5-2011,0,TN,2
16049,16049,French Polynesia,-16.55,-151.73,1,5,2011,1-5-2011,nan,FP,
16050,16050,French Polynesia,-16.4918,-151.71,0,5,2011,1-5-2011,0,TN,2
16051,16051,French Polynesia,-16.53,-151.77,0,5,2011,1-5-2011,0,TN,2
16052,16052,French Polynesia,-16.5069,-151.764,0,5,2011,1-5-2011,0,TN,2
16053,16053,French Polynesia,-16.55,-151.73,0,5,2011,1-5-2011,nan,FP,
16054,16054,French Polynesia,-16.457,-151.776,0,5,2011,1-5-2011,0,TN,2
16055,16055,French Polynesia,-16.4481,-151.766,0,5,2011,1-5-2011,0,TN,2
16056,16056,French Polynesia,-16.4796,-151.72,0,5,2011,1-5-2011,0,TN,2
16057,16057,French Polynesia,-16.499,-151.757,0,5,2011,1-5-2011,0,TN,2
16058,16058,Malaysia,5.92356,102.758,1,5,2011,1-5-2011,0,TN,2
16059,16059,Malaysia,5.92131,102.725,0,5,2011,1-5-2011,0,TN,2
16060,16060,Malaysia,5.81766,103.01,0,5,2011,1-5-2011,0,TN,2
16061,16061,Malaysia,5.77169,103.059,0,5,2011,1-5-2011,0,TN,2
16062,16062,Malaysia,5.77706,103.042,0,5,2011,1-5-2011,0,TN,2
16063,16063,Malaysia,5.77169,103.039,0,5,2011,1-5-2011,0,TN,2
16064,16064,Malaysia,5.93158,102.723,0,5,2011,1-5-2011,0,TN,2
16065,16065,Malaysia,2.80936,104.135,0,5,2011,1-5-2011,0,TN,2
16066,16066,Malaysia,5.95239,102.708,0,5,2011,1-5-2011,0,TN,2
16067,16067,Malaysia,5.88636,102.747,0,5,2011,1-5-2011,0,TN,2
16068,16068,Malaysia,2.81669,104.151,0,5,2011,1-5-2011,0,TN,2
16069,16069,Malaysia,5.75856,103.03,0,5,2011,1-5-2011,0,TN,2
16070,16070,Malaysia,2.90361,104.113,2,5,2011,1-5-2011,0,FN,4
16071,16071,Netherlands Antilles,12.3848,-69.16,2,5,2011,1-5-2011,0,FN,4
16072,16072,Netherlands Antilles,12.2791,-69.1451,1,5,2011,1-5-2011,0,TN,2
16073,16073,Netherlands Antilles,12.041,-68.7508,0,5,2011,1-5-2011,0,TN,2
16074,16074,Netherlands Antilles,12.041,-68.7508,0,5,2011,1-5-2011,0,TN,2
16075,16075,Netherlands Antilles,12.2791,-69.1451,0,5,2011,1-5-2011,0,TN,2
16076,16076,U.S. Pacific Islands,13.5042,144.789,0,5,2011,1-5-2011,1,TN,2
16077,16077,United States,19.636319,-156.000186,0,6,2011,1-6-2011,0,TN,2
16078,16078,Bahamas,25.662,-79.307,0,6,2011,1-6-2011,0,TN,2
16079,16079,Belize,17.937,-87.935,0,6,2011,1-6-2011,0,TN,2
16080,16080,Belize,17.833,-87.99,0,6,2011,1-6-2011,0,TN,2
16081,16081,United States,19.487952,-154.819156,2,6,2011,1-6-2011,0,FN,4
16082,16082,Australia,-26.635,153.152,0,6,2011,1-6-2011,0,TN,2
16083,16083,Australia,-26.6025,153.102,0,6,2011,1-6-2011,0,TN,2
16084,16084,Bahamas,25.6626,-79.3077,0,6,2011,1-6-2011,0,TN,2
16085,16085,Belize,17.937,-87.9358,1,6,2011,1-6-2011,0,TN,2
16086,16086,Belize,17.8339,-87.9939,1,6,2011,1-6-2011,0,TN,2
16087,16087,China,22.4715,114.331,0,6,2011,1-6-2011,0,TN,2
16088,16088,Fiji,-16.9537,177.32,1,6,2011,1-6-2011,1,TN,2
16089,16089,Fiji,-16.8757,177.387,0,6,2011,1-6-2011,1,TN,2
16090,16090,France (West Indies),14.5211,-61.0962,0,6,2011,1-6-2011,1,TN,2
16091,16091,French Polynesia,-16.5064,-151.784,1,6,2011,1-6-2011,0,TN,2
16092,16092,French Polynesia,-16.5295,-151.772,0,6,2011,1-6-2011,0,TN,2
16093,16093,Japan,24.3717,123.974,0,6,2011,1-6-2011,0,TN,2
16094,16094,Japan,24.3717,123.974,0,6,2011,1-6-2011,0,TN,2
16095,16095,Malaysia,6.52097,117.916,1,6,2011,1-6-2011,2,TN,2
16096,16096,Malaysia,6.50653,117.928,2,6,2011,1-6-2011,2,FN,4
16097,16097,Malaysia,6.49825,117.927,0,6,2011,1-6-2011,1,TN,2
16098,16098,Malaysia,6.51389,117.924,0,6,2011,1-6-2011,2,TN,2
16099,16099,Malaysia,2.90361,104.113,0,6,2011,1-6-2011,1,TN,2
16100,16100,Malaysia,4.47714,118.945,0,6,2011,1-6-2011,1,TN,2
16101,16101,Malaysia,2.93244,104.097,0,6,2011,1-6-2011,1,TN,2
16102,16102,Malaysia,4.58964,118.869,0,6,2011,1-6-2011,1,TN,2
16103,16103,Malaysia,4.57203,118.957,0,6,2011,1-6-2011,1,TN,2
16104,16104,Malaysia,2.91083,104.113,0,6,2011,1-6-2011,1,TN,2
16105,16105,Malaysia,6.51344,117.906,0,6,2011,1-6-2011,2,TN,2
16106,16106,Malaysia,2.91486,104.108,0,6,2011,1-6-2011,1,TN,2
16107,16107,Malaysia,2.88864,104.065,0,6,2011,1-6-2011,1,TN,2
16108,16108,Malaysia,4.57717,118.947,0,6,2011,1-6-2011,1,TN,2
16109,16109,Malaysia,4.59325,118.861,0,6,2011,1-6-2011,1,TN,2
16110,16110,Malaysia,4.58231,118.915,0,6,2011,1-6-2011,1,TN,2
16111,16111,Malaysia,4.24983,118.631,0,6,2011,1-6-2011,1,TN,2
16112,16112,Malaysia,4.24983,118.631,0,6,2011,1-6-2011,1,TN,2
16113,16113,Malaysia,4.59017,118.865,0,6,2011,1-6-2011,1,TN,2
16114,16114,Malaysia,6.49833,117.911,0,6,2011,1-6-2011,1,TN,2
16115,16115,Malaysia,4.24897,118.632,0,6,2011,1-6-2011,1,TN,2
16116,16116,Malaysia,4.24897,118.632,0,6,2011,1-6-2011,1,TN,2
16117,16117,Malaysia,2.89806,104.052,0,6,2011,1-6-2011,1,TN,2
16118,16118,Malaysia,2.81669,104.151,0,6,2011,1-6-2011,1,TN,2
16119,16119,Malaysia,4.58722,118.945,0,6,2011,1-6-2011,1,TN,2
16120,16120,Malaysia,4.55931,118.924,0,6,2011,1-6-2011,1,TN,2
16123,16123,Thailand,7.60731,98.3776,0,6,2011,1-6-2011,1,TN,2
16124,16124,Thailand,7.60731,98.3776,0,6,2011,1-6-2011,1,TN,2
16125,16125,Thailand,10.1222,99.835,0,6,2011,1-6-2011,1,TN,2
16126,16126,Thailand,10.1222,99.835,0,6,2011,1-6-2011,1,TN,2
16127,16127,United States,25.0342,-80.3472,0,6,2011,1-6-2011,0,TN,2
16128,16128,United States,25.1429,-80.2582,0,6,2011,1-6-2011,0,TN,2
16129,16129,United States,27.1113,-80.117,0,6,2011,1-6-2011,0,TN,2
16130,16130,United States,27.1212,-80.1278,2,6,2011,1-6-2011,0,FN,4
16131,16131,United States,26.2053,-80.0851,2,6,2011,1-6-2011,0,FN,4
16132,16132,Vanuatu,-20.26893768,169.7749924,0,6,2011,1-6-2011,1,TN,2
16133,16133,Vanuatu,-20.26893768,169.7749924,0,6,2011,1-6-2011,1,TN,2
16134,16134,Vanuatu,-20.26893768,169.7749924,0,6,2011,1-6-2011,1,TN,2
16135,16135,Vanuatu,-20.26893768,169.7749924,0,6,2011,1-6-2011,1,TN,2
16136,16136,Vanuatu,-20.26893768,169.7749924,0,6,2011,1-6-2011,1,TN,2
16137,16137,Vanuatu,-20.26893768,169.7749924,0,6,2011,1-6-2011,1,TN,2
16138,16138,United States,28.1648,-94.2983,0,7,2011,1-7-2011,0,TN,2
16139,16139,U.S. Virgin Islands,17.7853,-64.7594,2,7,2011,1-7-2011,1,FN,4
16140,16140,U.S. Virgin Islands,17.78523,-64.75917,1,7,2011,1-7-2011,1,TN,2
16141,16141,U.S. Virgin Islands,17.82372,-64.44943,1,7,2011,1-7-2011,1,TN,2
16142,16142,U.S. Virgin Islands,17.72145,-64.54706,2,7,2011,1-7-2011,1,FN,4
16143,16143,U.S. Virgin Islands,17.74337,-64.5716,2,7,2011,1-7-2011,1,FN,4
16144,16144,U.S. Virgin Islands,17.6366,-64.8624,2,7,2011,1-7-2011,1,FN,4
16145,16145,U.S. Virgin Islands,17.71097,-64.65221,2,7,2011,1-7-2011,1,FN,4
16146,16146,U.S. Virgin Islands,17.7615,-64.6988,2,7,2011,1-7-2011,1,FN,4
16147,16147,U.S. Virgin Islands,17.69116,-64.90008,2,7,2011,1-7-2011,1,FN,4
16148,16148,U.S. Virgin Islands,17.734,-64.8954,1,7,2011,1-7-2011,1,TN,2
16149,16149,U.S. Virgin Islands,17.785,-64.60917,2,7,2011,1-7-2011,1,FN,4
16150,16150,U.S. Virgin Islands,17.76278,-64.59743,1,7,2011,1-7-2011,1,TN,2
16151,16151,U.S. Virgin Islands,17.77661,-64.81522,1,7,2011,1-7-2011,1,TN,2
16152,16152,U.S. Virgin Islands,17.77388,-64.8135,1,7,2011,1-7-2011,1,TN,2
16153,16153,United States,19.835904,-155.989257,1,7,2011,1-7-2011,0,TN,2
16154,16154,China,22.5298,114.316,1,7,2011,1-7-2011,1,TN,2
16155,16155,China,22.3167,114.35,0,7,2011,1-7-2011,1,TN,2
16156,16156,China,22.5316,114.314,0,7,2011,1-7-2011,1,TN,2
16157,16157,China,22.3379,114.364,0,7,2011,1-7-2011,1,TN,2
16158,16158,China,22.4803,114.333,0,7,2011,1-7-2011,1,TN,2
16159,16159,China,22.3586,114.293,0,7,2011,1-7-2011,1,TN,2
16160,16160,China,22.3881,114.297,0,7,2011,1-7-2011,1,TN,2
16161,16161,China,22.3633,114.353,0,7,2011,1-7-2011,1,TN,2
16162,16162,Jamaica,17.7947,-77.0772,0,7,2011,1-7-2011,1,TN,2
16163,16163,Jamaica,17.7947,-77.0772,0,7,2011,1-7-2011,1,TN,2
16164,16164,Japan,34.0975,139.485,0,7,2011,1-7-2011,0,TN,2
16165,16165,Japan,34.0561,139.481,0,7,2011,1-7-2011,0,TN,2
16166,16166,Malaysia,4.28722,113.82,1,7,2011,1-7-2011,1,TN,2
16167,16167,Malaysia,4.27306,113.815,1,7,2011,1-7-2011,1,TN,2
16168,16168,Malaysia,4.29389,113.826,0,7,2011,1-7-2011,1,TN,2
16169,16169,Malaysia,1.87842,109.76,0,7,2011,1-7-2011,1,TN,2
16170,16170,Malaysia,4.34333,113.897,0,7,2011,1-7-2011,1,TN,2
16171,16171,Malaysia,5.61519,103.057,0,7,2011,1-7-2011,1,TN,2
16172,16172,Malaysia,5.61011,103.063,0,7,2011,1-7-2011,1,TN,2
16173,16173,Malaysia,2.82417,104.157,0,7,2011,1-7-2011,1,TN,2
16174,16174,Malaysia,5.59889,103.064,0,7,2011,1-7-2011,1,TN,2
16175,16175,Malaysia,5.66611,103.071,0,7,2011,1-7-2011,1,TN,2
16176,16176,Malaysia,5.64358,103.151,0,7,2011,1-7-2011,1,TN,2
16177,16177,Malaysia,5.62556,103.16,0,7,2011,1-7-2011,1,TN,2
16178,16178,Malaysia,1.91758,109.78,0,7,2011,1-7-2011,1,TN,2
16179,16179,Malaysia,1.91594,109.774,0,7,2011,1-7-2011,1,TN,2
16180,16180,Malaysia,2.79239,104.123,0,7,2011,1-7-2011,0,TN,2
16181,16181,Netherlands Antilles,12.09,-68.9056,3,7,2011,1-7-2011,1,FN,4
16182,16182,Philippines,13.7178,120.873,0,7,2011,1-7-2011,1,TN,2
16183,16183,Philippines,13.7178,120.873,0,7,2011,1-7-2011,1,TN,2
16184,16184,United States,26.6777,-80.0189,0,7,2011,1-7-2011,0,TN,2
16185,16185,United States,26.6956,-80.0181,2,7,2011,1-7-2011,0,FN,4
16186,16186,Vanuatu,-18.81893768,168.9749924,0,7,2011,1-7-2011,0,TN,2
16187,16187,Vanuatu,-18.81483333,168.4015,0,7,2011,1-7-2011,0,TN,2
16188,16188,Vanuatu,-17.49513889,168.4015,0,7,2011,1-7-2011,0,TN,2
16189,16189,Vanuatu,-18.81893768,168.9749924,0,7,2011,1-7-2011,0,TN,2
16190,16190,Dominican Republic,17.78106232,-71.32500763,0,8,2011,1-8-2011,1,TN,2
16191,16191,United States,25.54049,-80.10517,1,8,2011,1-8-2011,1,TN,2
16192,16192,United States,25.5892,-80.09685,1,8,2011,1-8-2011,1,TN,2
16193,16193,United States,25.5244,-80.13316,0,8,2011,1-8-2011,1,TN,2
16194,16194,United States,25.50445,-80.11937,0,8,2011,1-8-2011,1,TN,2
16195,16195,United States,25.23793,-80.25831,2,8,2011,1-8-2011,1,FN,4
16196,16196,United States,25.2985,-80.2202,1,8,2011,1-8-2011,1,TN,2
16197,16197,United States,25.85103,-80.0917,1,8,2011,1-8-2011,1,TN,2
16198,16198,United States,25.84017,-80.089,1,8,2011,1-8-2011,1,TN,2
16199,16199,United States,25.1094,-80.3385,1,8,2011,1-8-2011,2,TN,2
16200,16200,United States,25.79867,-80.0954,1,8,2011,1-8-2011,1,TN,2
16201,16201,United States,25.79685,-80.0955,2,8,2011,1-8-2011,1,FN,4
16202,16202,United States,25.83122,-80.101,0,8,2011,1-8-2011,1,TN,2
16203,16203,United States,25.84918,-80.09188,0,8,2011,1-8-2011,1,TN,2
16204,16204,United States,25.84378,-80.08893,0,8,2011,1-8-2011,1,TN,2
16205,16205,United States,25.84558,-80.0889,0,8,2011,1-8-2011,1,TN,2
16206,16206,United States,25.8492,-80.0886,0,8,2011,1-8-2011,1,TN,2
16207,16207,United States,25.84738,-80.0869,0,8,2011,1-8-2011,1,TN,2
16208,16208,United States,25.07594,-80.38026,2,8,2011,1-8-2011,2,FN,4
16209,16209,United States,25.07296,-80.37883,2,8,2011,1-8-2011,2,FN,4
16210,16210,United States,24.56008,-81.41178,0,8,2011,1-8-2011,2,TN,2
16211,16211,Bahamas,25.662,-79.307,0,8,2011,1-8-2011,2,TN,2
16212,16212,Bahamas,25.663,-79.307,0,8,2011,1-8-2011,2,TN,2
16213,16213,United States,25.54409,-80.10316,1,8,2011,1-8-2011,1,TN,2
16214,16214,United States,25.71587,-80.0998,1,8,2011,1-8-2011,1,TN,2
16215,16215,United States,27.13167,-80.13403,2,8,2011,1-8-2011,1,FN,4
16216,16216,United States,24.60913,-81.40205,0,8,2011,1-8-2011,2,TN,2
16217,16217,United States,27.1346,-80.13493,0,8,2011,1-8-2011,1,TN,2
16218,16218,United States,27.11189,-80.1256,0,8,2011,1-8-2011,1,TN,2
16219,16219,United States,25.56764,-80.11493,0,8,2011,1-8-2011,1,TN,2
16220,16220,United States,25.57846,-80.11286,0,8,2011,1-8-2011,1,TN,2
16221,16221,United States,25.58017,-80.09691,0,8,2011,1-8-2011,1,TN,2
16222,16222,United States,27.10818,-80.12334,2,8,2011,1-8-2011,1,FN,4
16223,16223,United States,19.6473,-156.023,1,8,2011,1-8-2011,0,TN,2
16224,16224,United States,25.50817,-80.13725,1,8,2011,1-8-2011,1,TN,2
16225,16225,United States,24.50867,-81.56795,1,8,2011,1-8-2011,2,TN,2
16226,16226,United States,24.51893,-81.57605,1,8,2011,1-8-2011,2,TN,2
16227,16227,United States,24.52156,-81.51553,1,8,2011,1-8-2011,2,TN,2
16228,16228,United States,24.53651,-81.5933,1,8,2011,1-8-2011,2,TN,2
16229,16229,United States,24.51145,-81.56951,1,8,2011,1-8-2011,2,TN,2
16230,16230,United States,25.53072,-80.14084,1,8,2011,1-8-2011,1,TN,2
16231,16231,United States,24.52278,-81.57379,1,8,2011,1-8-2011,2,TN,2
16232,16232,United States,25.49373,-80.13736,1,8,2011,1-8-2011,1,TN,2
16233,16233,United States,25.65602,-80.09735,1,8,2011,1-8-2011,1,TN,2
16234,16234,United States,25.47733,-80.1136,0,8,2011,1-8-2011,1,TN,2
16235,16235,Dominican Republic,18.438,-69.68,0,8,2011,1-8-2011,1,TN,2
16236,16236,Dominican Republic,18.328,-68.818,0,8,2011,1-8-2011,1,TN,2
16237,16237,United States,24.49194,-81.66212,2,8,2011,1-8-2011,2,FN,4
16238,16238,United States,24.47179,-81.7252,2,8,2011,1-8-2011,2,FN,4
16239,16239,United States,25.45225,-80.1476,2,8,2011,1-8-2011,1,FN,4
16240,16240,United States,25.3985,-80.15006,1,8,2011,1-8-2011,1,TN,2
16241,16241,United States,26.71293,-80.01597,1,8,2011,1-8-2011,1,TN,2
16242,16242,United States,25.44165,-80.18944,1,8,2011,1-8-2011,1,TN,2
16243,16243,United States,25.41615,-80.15183,1,8,2011,1-8-2011,1,TN,2
16244,16244,United States,25.40729,-80.15006,1,8,2011,1-8-2011,1,TN,2
16245,16245,United States,24.49204,-81.66042,2,8,2011,1-8-2011,2,FN,4
16246,16246,United States,24.50286,-81.72523,1,8,2011,1-8-2011,2,TN,2
16247,16247,United States,24.46863,-81.72865,1,8,2011,1-8-2011,2,TN,2
16248,16248,United States,25.4469,-80.15957,1,8,2011,1-8-2011,1,TN,2
16249,16249,United States,26.68375,-80.03175,1,8,2011,1-8-2011,1,TN,2
16250,16250,United States,25.44205,-80.15405,1,8,2011,1-8-2011,1,TN,2
16251,16251,United States,25.4228,-80.15904,1,8,2011,1-8-2011,1,TN,2
16252,16252,United States,26.7167,-80.02978,0,8,2011,1-8-2011,1,TN,2
16253,16253,Solomon Islands,-10.267,166.279,0,8,2011,1-8-2011,0,TN,2
16254,16254,United States,25.45473,-80.17252,2,8,2011,1-8-2011,2,FN,4
16255,16255,United States,25.47215,-80.14883,2,8,2011,1-8-2011,1,FN,4
16256,16256,United States,24.53707,-81.63473,2,8,2011,1-8-2011,2,FN,4
16257,16257,United States,24.51177,-81.62301,1,8,2011,1-8-2011,2,TN,2
16258,16258,United States,26.94742,-80.03192,1,8,2011,1-8-2011,1,TN,2
16259,16259,United States,24.51638,-81.60464,1,8,2011,1-8-2011,2,TN,2
16260,16260,United States,24.54087,-81.59908,1,8,2011,1-8-2011,2,TN,2
16261,16261,United States,24.51264,-81.68764,1,8,2011,1-8-2011,2,TN,2
16262,16262,United States,25.46845,-80.13953,1,8,2011,1-8-2011,1,TN,2
16263,16263,United States,25.44433,-80.13486,2,8,2011,1-8-2011,1,FN,4
16264,16264,United States,25.46298,-80.12962,2,8,2011,1-8-2011,1,FN,4
16265,16265,United States,24.56342,-81.66263,1,8,2011,1-8-2011,2,TN,2
16266,16266,United States,24.55177,-81.69772,0,8,2011,1-8-2011,2,TN,2
16267,16267,United States,26.88007,-80.02108,0,8,2011,1-8-2011,1,TN,2
16268,16268,United States,26.73533,-80.0158,0,8,2011,1-8-2011,1,TN,2
16269,16269,United States,26.75647,-80.01413,0,8,2011,1-8-2011,1,TN,2
16270,16270,United States,25.47295,-80.13098,2,8,2011,1-8-2011,1,FN,4
16271,16271,United States,24.55516,-81.35825,1,8,2011,1-8-2011,2,TN,2
16272,16272,United States,24.56993,-81.33042,1,8,2011,1-8-2011,2,TN,2
16273,16273,United States,24.56492,-81.3942,1,8,2011,1-8-2011,2,TN,2
16274,16274,United States,24.54525,-81.40817,1,8,2011,1-8-2011,2,TN,2
16275,16275,Solomon Islands,-10.269,166.277,0,8,2011,1-8-2011,0,TN,2
16277,16277,Solomon Islands,-10.2554,166.259,1,8,2011,1-8-2011,0,TN,2
16278,16278,United States,26.33417,-80.05817,0,8,2011,1-8-2011,1,TN,2
16279,16279,United States,26.42275,-80.04975,0,8,2011,1-8-2011,1,TN,2
16280,16280,United States,24.59592,-81.37162,2,8,2011,1-8-2011,2,FN,4
16281,16281,United States,25.52067,-80.11328,2,8,2011,1-8-2011,1,FN,4
16282,16282,United States,25.49376,-80.14333,1,8,2011,1-8-2011,1,TN,2
16283,16283,United States,25.49369,-80.13139,1,8,2011,1-8-2011,1,TN,2
16284,16284,United States,24.5677,-81.38454,0,8,2011,1-8-2011,2,TN,2
16285,16285,United States,25.49716,-80.10748,2,8,2011,1-8-2011,1,FN,4
16286,16286,United States,24.5255,-81.49657,2,8,2011,1-8-2011,2,FN,4
16287,16287,United States,24.57991,-81.45328,2,8,2011,1-8-2011,2,FN,4
16288,16288,United States,24.58127,-81.43922,2,8,2011,1-8-2011,2,FN,4
16289,16289,United States,24.53257,-81.48153,2,8,2011,1-8-2011,2,FN,4
16290,16290,United States,24.54204,-81.48846,2,8,2011,1-8-2011,2,FN,4
16291,16291,United States,24.64915,-81.03063,2,8,2011,1-8-2011,2,FN,4
16292,16292,United States,25.17643,-80.24081,2,8,2011,1-8-2011,1,FN,4
16293,16293,United States,25.16925,-80.25898,2,8,2011,1-8-2011,1,FN,4
16294,16294,United States,25.22854,-80.20136,1,8,2011,1-8-2011,1,TN,2
16295,16295,United States,24.65095,-81.04052,2,8,2011,1-8-2011,2,FN,4
16296,16296,United States,25.21982,-80.21093,2,8,2011,1-8-2011,1,FN,4
16297,16297,United States,25.23814,-80.21223,1,8,2011,1-8-2011,1,TN,2
16298,16298,United States,25.26416,-80.19883,1,8,2011,1-8-2011,1,TN,2
16299,16299,United States,25.20343,-80.22279,2,8,2011,1-8-2011,1,FN,4
16300,16300,United States,25.26164,-80.21419,1,8,2011,1-8-2011,1,TN,2
16301,16301,United States,24.68677,-80.96191,1,8,2011,1-8-2011,2,TN,2
16302,16302,United States,25.25534,-80.19115,1,8,2011,1-8-2011,1,TN,2
16303,16303,United States,25.18393,-80.23345,2,8,2011,1-8-2011,1,FN,4
16304,16304,United States,25.06673,-80.33866,2,8,2011,1-8-2011,2,FN,4
16305,16305,United States,25.10651,-80.31721,2,8,2011,1-8-2011,2,FN,4
16306,16306,United States,25.098,-80.32072,2,8,2011,1-8-2011,2,FN,4
16307,16307,United States,25.13864,-80.2588,2,8,2011,1-8-2011,1,FN,4
16308,16308,United States,25.13377,-80.29279,1,8,2011,1-8-2011,1,TN,2
16309,16309,United States,25.12111,-80.2767,1,8,2011,1-8-2011,1,TN,2
16310,16310,United States,25.06351,-80.34082,2,8,2011,1-8-2011,2,FN,4
16311,16311,United States,25.11885,-80.28284,1,8,2011,1-8-2011,1,TN,2
16312,16312,United States,25.14183,-80.257,2,8,2011,1-8-2011,1,FN,4
16313,16313,United States,25.13143,-80.27246,1,8,2011,1-8-2011,1,TN,2
16314,16314,Bahamas,25.6626,-79.3077,1,8,2011,1-8-2011,2,TN,2
16315,16315,China,22.3733,114.382,1,8,2011,1-8-2011,1,TN,2
16316,16316,China,22.5144,114.279,0,8,2011,1-8-2011,2,TN,2
16317,16317,China,22.4756,114.322,0,8,2011,1-8-2011,2,TN,2
16318,16318,China,22.5506,114.309,0,8,2011,1-8-2011,2,TN,2
16319,16319,China,22.3723,114.383,0,8,2011,1-8-2011,1,TN,2
16320,16320,China,22.5273,114.28,0,8,2011,1-8-2011,2,TN,2
16321,16321,China,22.5426,114.44,0,8,2011,1-8-2011,2,TN,2
16322,16322,China,22.5236,114.315,0,8,2011,1-8-2011,2,TN,2
16323,16323,China,22.5056,114.326,0,8,2011,1-8-2011,2,TN,2
16324,16324,Cuba,21.5929,-83.1685,1,8,2011,1-8-2011,1,TN,2
16325,16325,Egypt,28.4985,34.5198,0,8,2011,1-8-2011,2,TN,2
16326,16326,Fiji,-19.03833333,178.4569444,1,8,2011,1-8-2011,0,TN,2
16327,16327,Fiji,-19.0608,178.338,0,8,2011,1-8-2011,0,TN,2
16328,16328,Haiti,18.7035,-72.7751,0,8,2011,1-8-2011,1,TN,2
16329,16329,Jamaica,18.2941,-76.7907,0,8,2011,1-8-2011,0,TN,2
16330,16330,Jamaica,18.3004,-76.7933,0,8,2011,1-8-2011,0,TN,2
16331,16331,Malaysia,3.95083,113.512,0,8,2011,1-8-2011,1,TN,2
16332,16332,Malaysia,3.96556,113.541,0,8,2011,1-8-2011,1,TN,2
16333,16333,Malaysia,3.96444,113.539,0,8,2011,1-8-2011,1,TN,2
16334,16334,Mexico,20.8,-86.8,2,8,2011,1-8-2011,1,FN,4
16335,16335,Slovenia,45.530556,13.563611,2,8,2011,1-8-2011,2,FN,4
16336,16336,Solomon Islands,-10.2557,166.26,0,8,2011,1-8-2011,0,TN,2
16337,16337,Solomon Islands,-10.2693,166.278,0,8,2011,1-8-2011,0,TN,2
16338,16338,Solomon Islands,-10.2677,166.279,0,8,2011,1-8-2011,0,TN,2
16339,16339,United Arab Emirates,24.8481,54.6903,3,8,2011,1-8-2011,1,FN,4
16340,16340,United States,26.3276,-80.0595,2,8,2011,1-8-2011,1,FN,4
