|,ITEM_ID,COUNTRY,lat,lon,SEVERITY_CODE,MONTH,YEAR,dummy_date,baa,Confusion matrix,Cases
747,747,Australia,-14.6601,145.4681,0,4,1998,1-4-1998,1,TN,2
748,748,Australia,-14.6601,145.4681,0,4,1998,1-4-1998,1,TN,2
749,749,Australia,-16.47,145.8,0,4,1998,1-4-1998,1,TN,2
750,750,Australia,-20.5068,149.0514,0,4,1998,1-4-1998,1,TN,2
751,751,Australia,-20.5068,149.0514,0,4,1998,1-4-1998,1,TN,2
752,752,Australia,-14.6818,145.4702,0,4,1998,1-4-1998,1,TN,2
753,753,Australia,-14.6818,145.4702,0,4,1998,1-4-1998,1,TN,2
754,754,Australia,-20.4417,149.025,0,4,1998,1-4-1998,1,TN,2
755,755,Australia,-20.4417,149.025,0,4,1998,1-4-1998,1,TN,2
756,756,Australia,-12.1387,143.2742,0,4,1998,1-4-1998,1,TN,2
757,757,Australia,-11.869,143.2975,0,4,1998,1-4-1998,1,TN,2
758,758,Australia,-11.8196,143.3637,0,4,1998,1-4-1998,1,TN,2
759,759,Australia,-12.8306,143.8398,0,4,1998,1-4-1998,1,TN,2
760,760,Australia,-13.5562,143.8416,0,4,1998,1-4-1998,1,TN,2
761,761,Australia,-13.0405,143.8701,0,4,1998,1-4-1998,1,TN,2
762,762,Australia,-13.7424,143.9059,0,4,1998,1-4-1998,1,TN,2
763,763,Australia,-13.075,143.9083,0,4,1998,1-4-1998,1,TN,2
764,764,Australia,-12.272,143.9232,0,4,1998,1-4-1998,1,TN,2
765,765,Australia,-13.6414,143.9249,0,4,1998,1-4-1998,1,TN,2
766,766,Australia,-13.272,143.9432,0,4,1998,1-4-1998,1,TN,2
767,767,Australia,-13.9067,143.9473,0,4,1998,1-4-1998,1,TN,2
768,768,Australia,-13.144,143.9487,0,4,1998,1-4-1998,1,TN,2
769,769,Australia,-11.4014,143.9639,0,4,1998,1-4-1998,1,TN,2
770,770,Australia,-12.0772,143.9669,0,4,1998,1-4-1998,1,TN,2
771,771,Australia,-14.0065,143.9772,0,4,1998,1-4-1998,1,TN,2
772,772,Australia,-11.951,143.9898,0,4,1998,1-4-1998,1,TN,2
773,773,Australia,-11.595,144.0447,0,4,1998,1-4-1998,1,TN,2
774,774,Australia,-13.9787,144.1143,0,4,1998,1-4-1998,1,TN,2
775,775,Australia,-14.0688,144.2421,0,4,1998,1-4-1998,1,TN,2
776,776,Australia,-14.3103,144.7936,0,4,1998,1-4-1998,1,TN,2
777,777,Australia,-14.3216,144.8577,0,4,1998,1-4-1998,1,TN,2
778,778,Australia,-14.4158,144.9493,0,4,1998,1-4-1998,1,TN,2
779,779,Australia,-14.4224,145.1019,0,4,1998,1-4-1998,1,TN,2
780,780,Australia,-14.6578,145.2516,0,4,1998,1-4-1998,1,TN,2
781,781,Australia,-14.6578,145.2516,0,4,1998,1-4-1998,1,TN,2
782,782,Australia,-14.4221,145.3217,0,4,1998,1-4-1998,1,TN,2
783,783,Australia,-14.7125,145.3778,0,4,1998,1-4-1998,1,TN,2
784,784,Australia,-14.7125,145.3778,0,4,1998,1-4-1998,1,TN,2
785,785,Australia,-14.4463,145.4094,0,4,1998,1-4-1998,1,TN,2
786,786,Australia,-14.6627,145.4488,0,4,1998,1-4-1998,1,TN,2
787,787,Australia,-14.6627,145.4488,0,4,1998,1-4-1998,1,TN,2
788,788,Australia,-14.6347,145.4793,0,4,1998,1-4-1998,1,TN,2
789,789,Australia,-14.6347,145.4793,0,4,1998,1-4-1998,1,TN,2
790,790,Australia,-14.4541,145.4799,0,4,1998,1-4-1998,1,TN,2
791,791,Australia,-14.9398,145.4844,0,4,1998,1-4-1998,1,TN,2
792,792,Australia,-14.9398,145.4844,0,4,1998,1-4-1998,1,TN,2
793,793,Australia,-14.6521,145.4896,0,4,1998,1-4-1998,1,TN,2
794,794,Australia,-14.6521,145.4896,0,4,1998,1-4-1998,1,TN,2
795,795,Australia,-14.9156,145.5097,0,4,1998,1-4-1998,1,TN,2
796,796,Australia,-14.9156,145.5097,0,4,1998,1-4-1998,1,TN,2
797,797,Australia,-14.7425,145.5103,0,4,1998,1-4-1998,1,TN,2
798,798,Australia,-14.7425,145.5103,0,4,1998,1-4-1998,1,TN,2
799,799,Australia,-14.8107,145.52,0,4,1998,1-4-1998,1,TN,2
800,800,Australia,-14.8107,145.52,0,4,1998,1-4-1998,1,TN,2
801,801,Australia,-14.8218,145.5221,0,4,1998,1-4-1998,1,TN,2
802,802,Australia,-14.8218,145.5221,0,4,1998,1-4-1998,1,TN,2
803,803,Australia,-15.0506,145.5312,0,4,1998,1-4-1998,1,TN,2
804,804,Australia,-15.0506,145.5312,0,4,1998,1-4-1998,1,TN,2
805,805,Australia,-14.4999,145.5356,0,4,1998,1-4-1998,1,TN,2
806,806,Australia,-15.2089,145.556,0,4,1998,1-4-1998,1,TN,2
807,807,Australia,-15.2089,145.556,0,4,1998,1-4-1998,1,TN,2
808,808,Australia,-14.8833,145.5583,0,4,1998,1-4-1998,1,TN,2
809,809,Australia,-14.8833,145.5583,0,4,1998,1-4-1998,1,TN,2
810,810,Australia,-15.052,145.5661,0,4,1998,1-4-1998,1,TN,2
811,811,Australia,-15.052,145.5661,0,4,1998,1-4-1998,1,TN,2
812,812,Australia,-15.8754,145.573,0,4,1998,1-4-1998,1,TN,2
813,813,Australia,-15.8754,145.573,0,4,1998,1-4-1998,1,TN,2
814,814,Australia,-15.142,145.5751,0,4,1998,1-4-1998,1,TN,2
815,815,Australia,-15.142,145.5751,0,4,1998,1-4-1998,1,TN,2
816,816,Australia,-15.2525,145.5832,0,4,1998,1-4-1998,1,TN,2
817,817,Australia,-15.2525,145.5832,0,4,1998,1-4-1998,1,TN,2
818,818,Australia,-15.3608,145.585,0,4,1998,1-4-1998,1,TN,2
819,819,Australia,-15.3608,145.585,0,4,1998,1-4-1998,1,TN,2
820,820,Australia,-14.5499,145.5879,0,4,1998,1-4-1998,1,TN,2
821,821,Australia,-15.4286,145.6128,0,4,1998,1-4-1998,1,TN,2
822,822,Australia,-15.4286,145.6128,0,4,1998,1-4-1998,1,TN,2
823,823,Australia,-15.1997,145.6152,0,4,1998,1-4-1998,1,TN,2
824,824,Australia,-15.1997,145.6152,0,4,1998,1-4-1998,1,TN,2
825,825,Australia,-15.5048,145.6171,0,4,1998,1-4-1998,1,TN,2
826,826,Australia,-15.5048,145.6171,0,4,1998,1-4-1998,1,TN,2
827,827,Australia,-14.6006,145.622,0,4,1998,1-4-1998,1,TN,2
828,828,Australia,-15.61,145.626,0,4,1998,1-4-1998,1,TN,2
829,829,Australia,-15.61,145.626,0,4,1998,1-4-1998,1,TN,2
830,830,Australia,-15.3192,145.6351,0,4,1998,1-4-1998,1,TN,2
831,831,Australia,-15.3192,145.6351,0,4,1998,1-4-1998,1,TN,2
832,832,Australia,-14.6452,145.6458,0,4,1998,1-4-1998,1,TN,2
833,833,Australia,-15.3312,145.6458,0,4,1998,1-4-1998,1,TN,2
834,834,Australia,-15.3312,145.6458,0,4,1998,1-4-1998,1,TN,2
835,835,Australia,-15.5599,145.6502,0,4,1998,1-4-1998,1,TN,2
836,836,Australia,-15.5599,145.6502,0,4,1998,1-4-1998,1,TN,2
837,837,Australia,-15.4867,145.6543,0,4,1998,1-4-1998,1,TN,2
838,838,Australia,-15.4867,145.6543,0,4,1998,1-4-1998,1,TN,2
839,839,Australia,-15.9072,145.6571,0,4,1998,1-4-1998,1,TN,2
840,840,Australia,-15.9072,145.6571,0,4,1998,1-4-1998,1,TN,2
841,841,Australia,-16.125,145.667,0,4,1998,1-4-1998,1,TN,2
842,842,Australia,-15.4629,145.6751,0,4,1998,1-4-1998,1,TN,2
843,843,Australia,-15.4629,145.6751,0,4,1998,1-4-1998,1,TN,2
844,844,Australia,-14.9324,145.6809,0,4,1998,1-4-1998,1,TN,2
845,845,Australia,-14.9212,145.6901,0,4,1998,1-4-1998,1,TN,2
846,846,Australia,-16.195,145.6954,0,4,1998,1-4-1998,1,TN,2
847,847,Australia,-14.683,145.7,0,4,1998,1-4-1998,1,TN,2
848,848,Australia,-14.9931,145.7011,0,4,1998,1-4-1998,1,TN,2
849,849,Australia,-14.8,145.717,0,4,1998,1-4-1998,1,TN,2
850,850,Australia,-15.0765,145.7211,0,4,1998,1-4-1998,1,TN,2
851,851,Australia,-15.2819,145.747,0,4,1998,1-4-1998,1,TN,2
852,852,Australia,-16.8745,146.2147,0,4,1998,1-4-1998,1,TN,2
853,853,Australia,-16.8745,146.2147,0,4,1998,1-4-1998,1,TN,2
854,854,Australia,-16.9167,146.2475,0,4,1998,1-4-1998,1,TN,2
855,855,Australia,-16.9167,146.2475,0,4,1998,1-4-1998,1,TN,2
856,856,Australia,-17.7423,146.5018,0,4,1998,1-4-1998,1,TN,2
857,857,Australia,-17.7423,146.5018,0,4,1998,1-4-1998,1,TN,2
858,858,Australia,-17.7915,146.5171,0,4,1998,1-4-1998,1,TN,2
859,859,Australia,-17.7915,146.5171,0,4,1998,1-4-1998,1,TN,2
860,860,Australia,-17.8338,146.5482,0,4,1998,1-4-1998,1,TN,2
861,861,Australia,-17.8338,146.5482,0,4,1998,1-4-1998,1,TN,2
862,862,Australia,-18.23,146.7286,0,4,1998,1-4-1998,1,TN,2
863,863,Australia,-18.23,146.7286,0,4,1998,1-4-1998,1,TN,2
864,864,Australia,-18.3244,146.7442,0,4,1998,1-4-1998,1,TN,2
865,865,Australia,-18.3244,146.7442,0,4,1998,1-4-1998,1,TN,2
866,866,Australia,-18.4705,146.9926,0,4,1998,1-4-1998,1,TN,2
867,867,Australia,-18.4705,146.9926,0,4,1998,1-4-1998,1,TN,2
868,868,Australia,-18.6339,147.0534,0,4,1998,1-4-1998,1,TN,2
869,869,Australia,-18.6339,147.0534,0,4,1998,1-4-1998,1,TN,2
870,870,Australia,-18.4239,147.3486,0,4,1998,1-4-1998,1,TN,2
871,871,Australia,-18.4239,147.3486,0,4,1998,1-4-1998,1,TN,2
872,872,Australia,-18.4114,147.4527,0,4,1998,1-4-1998,1,TN,2
873,873,Australia,-18.4114,147.4527,0,4,1998,1-4-1998,1,TN,2
874,874,Australia,-18.4364,147.5229,0,4,1998,1-4-1998,1,TN,2
875,875,Australia,-18.4364,147.5229,0,4,1998,1-4-1998,1,TN,2
876,876,Australia,-18.7999,147.5294,0,4,1998,1-4-1998,1,TN,2
877,877,Australia,-18.7999,147.5294,0,4,1998,1-4-1998,1,TN,2
878,878,Australia,-18.5095,147.5394,0,4,1998,1-4-1998,1,TN,2
879,879,Australia,-18.5095,147.5394,0,4,1998,1-4-1998,1,TN,2
880,880,Australia,-18.6409,147.594,0,4,1998,1-4-1998,1,TN,2
881,881,Australia,-18.6409,147.594,0,4,1998,1-4-1998,1,TN,2
882,882,Australia,-18.6602,147.6013,0,4,1998,1-4-1998,1,TN,2
883,883,Australia,-18.6602,147.6013,0,4,1998,1-4-1998,1,TN,2
884,884,Australia,-18.6174,147.6136,0,4,1998,1-4-1998,1,TN,2
885,885,Australia,-18.6174,147.6136,0,4,1998,1-4-1998,1,TN,2
886,886,Australia,-18.9666,147.7046,0,4,1998,1-4-1998,1,TN,2
887,887,Australia,-18.9666,147.7046,0,4,1998,1-4-1998,1,TN,2
888,888,Australia,-18.9167,147.7417,0,4,1998,1-4-1998,1,TN,2
889,889,Australia,-18.9167,147.7417,0,4,1998,1-4-1998,1,TN,2
890,890,Australia,-19.0379,147.9339,0,4,1998,1-4-1998,1,TN,2
891,891,Australia,-19.0379,147.9339,0,4,1998,1-4-1998,1,TN,2
892,892,Australia,-19.073,148.0778,0,4,1998,1-4-1998,1,TN,2
893,893,Australia,-19.073,148.0778,0,4,1998,1-4-1998,1,TN,2
894,894,Australia,-19.2995,148.0781,0,4,1998,1-4-1998,1,TN,2
895,895,Australia,-19.2995,148.0781,0,4,1998,1-4-1998,1,TN,2
896,896,Australia,-19.3854,148.0868,0,4,1998,1-4-1998,1,TN,2
897,897,Australia,-19.3854,148.0868,0,4,1998,1-4-1998,1,TN,2
898,898,Australia,-19.065,148.1803,0,4,1998,1-4-1998,1,TN,2
899,899,Australia,-19.065,148.1803,0,4,1998,1-4-1998,1,TN,2
900,900,Australia,-19.9667,148.2667,0,4,1998,1-4-1998,1,TN,2
901,901,Australia,-19.9667,148.2667,0,4,1998,1-4-1998,1,TN,2
902,902,Australia,-19.023,148.3239,0,4,1998,1-4-1998,1,TN,2
903,903,Australia,-19.023,148.3239,0,4,1998,1-4-1998,1,TN,2
904,904,Australia,-19.7295,148.3633,0,4,1998,1-4-1998,1,TN,2
905,905,Australia,-19.7295,148.3633,0,4,1998,1-4-1998,1,TN,2
906,906,Australia,-19.2628,148.5497,0,4,1998,1-4-1998,1,TN,2
907,907,Australia,-19.2628,148.5497,0,4,1998,1-4-1998,1,TN,2
908,908,Australia,-19.4305,148.6597,0,4,1998,1-4-1998,1,TN,2
909,909,Australia,-19.4305,148.6597,0,4,1998,1-4-1998,1,TN,2
910,910,Australia,-19.4017,148.7775,0,4,1998,1-4-1998,1,TN,2
911,911,Australia,-19.4017,148.7775,0,4,1998,1-4-1998,1,TN,2
912,912,Australia,-20.2194,148.8077,0,4,1998,1-4-1998,1,TN,2
913,913,Australia,-20.2194,148.8077,0,4,1998,1-4-1998,1,TN,2
914,914,Australia,-20.2628,148.8136,0,4,1998,1-4-1998,1,TN,2
915,915,Australia,-20.2628,148.8136,0,4,1998,1-4-1998,1,TN,2
916,916,Australia,-19.4844,148.8242,0,4,1998,1-4-1998,1,TN,2
917,917,Australia,-19.4844,148.8242,0,4,1998,1-4-1998,1,TN,2
918,918,Australia,-20.25,148.825,0,4,1998,1-4-1998,1,TN,2
919,919,Australia,-20.25,148.825,0,4,1998,1-4-1998,1,TN,2
920,920,Australia,-20.26,148.8371,0,4,1998,1-4-1998,1,TN,2
921,921,Australia,-20.26,148.8371,0,4,1998,1-4-1998,1,TN,2
922,922,Australia,-19.3987,148.8677,0,4,1998,1-4-1998,1,TN,2
923,923,Australia,-19.3987,148.8677,0,4,1998,1-4-1998,1,TN,2
924,924,Australia,-19.533,148.8811,0,4,1998,1-4-1998,1,TN,2
925,925,Australia,-19.533,148.8811,0,4,1998,1-4-1998,1,TN,2
926,926,Australia,-19.4937,148.8993,0,4,1998,1-4-1998,1,TN,2
927,927,Australia,-19.4937,148.8993,0,4,1998,1-4-1998,1,TN,2
928,928,Australia,-20.3218,148.9286,0,4,1998,1-4-1998,1,TN,2
929,929,Australia,-20.3218,148.9286,0,4,1998,1-4-1998,1,TN,2
930,930,Australia,-20.3406,148.9335,0,4,1998,1-4-1998,1,TN,2
931,931,Australia,-20.3406,148.9335,0,4,1998,1-4-1998,1,TN,2
932,932,Australia,-19.5634,148.9337,0,4,1998,1-4-1998,1,TN,2
933,933,Australia,-19.5634,148.9337,0,4,1998,1-4-1998,1,TN,2
934,934,Australia,-19.5426,148.9426,0,4,1998,1-4-1998,1,TN,2
935,935,Australia,-19.5426,148.9426,0,4,1998,1-4-1998,1,TN,2
936,936,Australia,-20.3583,148.9583,0,4,1998,1-4-1998,1,TN,2
937,937,Australia,-20.3583,148.9583,0,4,1998,1-4-1998,1,TN,2
938,938,Australia,-20.3741,148.9632,0,4,1998,1-4-1998,1,TN,2
939,939,Australia,-20.3741,148.9632,0,4,1998,1-4-1998,1,TN,2
940,940,Australia,-20.3417,148.9667,0,4,1998,1-4-1998,1,TN,2
941,941,Australia,-20.3417,148.9667,0,4,1998,1-4-1998,1,TN,2
942,942,Australia,-19.5266,148.977,0,4,1998,1-4-1998,1,TN,2
943,943,Australia,-19.5266,148.977,0,4,1998,1-4-1998,1,TN,2
944,944,Australia,-20.4226,149.0321,0,4,1998,1-4-1998,1,TN,2
945,945,Australia,-20.4226,149.0321,0,4,1998,1-4-1998,1,TN,2
946,946,Australia,-20.5068,149.0514,0,4,1998,1-4-1998,1,TN,2
947,947,Australia,-20.5068,149.0514,0,4,1998,1-4-1998,1,TN,2
948,948,Australia,-20.475,149.0533,0,4,1998,1-4-1998,1,TN,2
949,949,Australia,-20.475,149.0533,0,4,1998,1-4-1998,1,TN,2
950,950,Australia,-20.475,149.0625,0,4,1998,1-4-1998,1,TN,2
951,951,Australia,-20.475,149.0625,0,4,1998,1-4-1998,1,TN,2
952,952,Australia,-20.4596,149.08,0,4,1998,1-4-1998,1,TN,2
953,953,Australia,-20.4596,149.08,0,4,1998,1-4-1998,1,TN,2
954,954,Australia,-20.3083,149.0967,0,4,1998,1-4-1998,1,TN,2
955,955,Australia,-20.3083,149.0967,0,4,1998,1-4-1998,1,TN,2
956,956,Australia,-20.2794,149.0983,0,4,1998,1-4-1998,1,TN,2
957,957,Australia,-20.2794,149.0983,0,4,1998,1-4-1998,1,TN,2
958,958,Australia,-20.4637,149.1021,0,4,1998,1-4-1998,1,TN,2
959,959,Australia,-20.4637,149.1021,0,4,1998,1-4-1998,1,TN,2
960,960,Australia,-20.2646,149.1081,0,4,1998,1-4-1998,2,TN,2
961,961,Australia,-20.2646,149.1081,0,4,1998,1-4-1998,2,TN,2
962,962,Australia,-20.2751,149.1117,0,4,1998,1-4-1998,2,TN,2
963,963,Australia,-20.2751,149.1117,0,4,1998,1-4-1998,2,TN,2
964,964,Australia,-20.5378,149.1149,0,4,1998,1-4-1998,1,TN,2
965,965,Australia,-20.5378,149.1149,0,4,1998,1-4-1998,1,TN,2
966,966,Australia,-20.4717,149.1333,0,4,1998,1-4-1998,1,TN,2
967,967,Australia,-20.4717,149.1333,0,4,1998,1-4-1998,1,TN,2
968,968,Australia,-20.6856,149.144,0,4,1998,1-4-1998,1,TN,2
969,969,Australia,-20.2406,149.1539,0,4,1998,1-4-1998,2,TN,2
970,970,Australia,-20.2406,149.1539,0,4,1998,1-4-1998,2,TN,2
971,971,Australia,-20.6668,149.1599,0,4,1998,1-4-1998,1,TN,2
972,972,Australia,-20.2383,149.1625,0,4,1998,1-4-1998,2,TN,2
973,973,Australia,-20.2383,149.1625,0,4,1998,1-4-1998,2,TN,2
974,974,Australia,-20.25,149.1833,0,4,1998,1-4-1998,2,TN,2
975,975,Australia,-20.25,149.1833,0,4,1998,1-4-1998,2,TN,2
976,976,Australia,-19.6881,149.1914,0,4,1998,1-4-1998,1,TN,2
977,977,Australia,-19.6881,149.1914,0,4,1998,1-4-1998,1,TN,2
978,978,Australia,-19.7212,149.1993,0,4,1998,1-4-1998,1,TN,2
979,979,Australia,-19.7212,149.1993,0,4,1998,1-4-1998,1,TN,2
980,980,Australia,-19.7636,149.2321,0,4,1998,1-4-1998,1,TN,2
981,981,Australia,-19.7636,149.2321,0,4,1998,1-4-1998,1,TN,2
982,982,Australia,-19.7516,149.3052,0,4,1998,1-4-1998,1,TN,2
983,983,Australia,-19.7516,149.3052,0,4,1998,1-4-1998,1,TN,2
984,984,Australia,-19.7621,149.365,0,4,1998,1-4-1998,1,TN,2
985,985,Australia,-19.7621,149.365,0,4,1998,1-4-1998,1,TN,2
986,986,Australia,-19.7631,149.3979,0,4,1998,1-4-1998,1,TN,2
987,987,Australia,-19.7631,149.3979,0,4,1998,1-4-1998,1,TN,2
988,988,Australia,-20.9314,149.4309,0,4,1998,1-4-1998,1,TN,2
989,989,Australia,-20.9314,149.4309,0,4,1998,1-4-1998,1,TN,2
990,990,Australia,-19.7464,149.4867,0,4,1998,1-4-1998,1,TN,2
991,991,Australia,-19.7464,149.4867,0,4,1998,1-4-1998,1,TN,2
992,992,Australia,-19.8763,149.5818,0,4,1998,1-4-1998,1,TN,2
993,993,Australia,-19.8763,149.5818,0,4,1998,1-4-1998,1,TN,2
994,994,Australia,-20.8667,149.6,0,4,1998,1-4-1998,1,TN,2
995,995,Australia,-20.0096,149.7242,0,4,1998,1-4-1998,1,TN,2
996,996,Australia,-20.0096,149.7242,0,4,1998,1-4-1998,1,TN,2
997,997,Australia,-20.95,149.7367,0,4,1998,1-4-1998,1,TN,2
998,998,Australia,-20.9917,149.7833,0,4,1998,1-4-1998,1,TN,2
999,999,Australia,-21.0182,149.8969,0,4,1998,1-4-1998,1,TN,2
1000,1000,Australia,-21.0182,149.8969,0,4,1998,1-4-1998,1,TN,2
1001,1001,Australia,-20.5602,149.9276,0,4,1998,1-4-1998,2,TN,2
1002,1002,Australia,-20.5602,149.9276,0,4,1998,1-4-1998,2,TN,2
1003,1003,Australia,-20.1327,149.9391,0,4,1998,1-4-1998,1,TN,2
1004,1004,Australia,-20.1327,149.9391,0,4,1998,1-4-1998,1,TN,2
1005,1005,Australia,-20.5406,149.9503,0,4,1998,1-4-1998,2,TN,2
1006,1006,Australia,-20.5406,149.9503,0,4,1998,1-4-1998,2,TN,2
1007,1007,Australia,-20.1198,150.0117,0,4,1998,1-4-1998,1,TN,2
1008,1008,Australia,-20.1198,150.0117,0,4,1998,1-4-1998,1,TN,2
1009,1009,Australia,-20.5673,150.0499,0,4,1998,1-4-1998,2,TN,2
1010,1010,Australia,-20.5673,150.0499,0,4,1998,1-4-1998,2,TN,2
1011,1011,Australia,-20.3524,150.0681,0,4,1998,1-4-1998,1,TN,2
1012,1012,Australia,-20.3524,150.0681,0,4,1998,1-4-1998,1,TN,2
1013,1013,Australia,-20.9623,150.0797,0,4,1998,1-4-1998,1,TN,2
1014,1014,Australia,-20.1945,150.081,0,4,1998,1-4-1998,1,TN,2
1015,1015,Australia,-20.1945,150.081,0,4,1998,1-4-1998,1,TN,2
1016,1016,Australia,-21.0268,150.081,0,4,1998,1-4-1998,1,TN,2
1017,1017,Australia,-21.0268,150.081,0,4,1998,1-4-1998,1,TN,2
1018,1018,Australia,-20.3518,150.0961,0,4,1998,1-4-1998,1,TN,2
1019,1019,Australia,-20.3518,150.0961,0,4,1998,1-4-1998,1,TN,2
1020,1020,Australia,-20.2988,150.1029,0,4,1998,1-4-1998,1,TN,2
1021,1021,Australia,-20.2988,150.1029,0,4,1998,1-4-1998,1,TN,2
1022,1022,Australia,-20.5724,150.126,0,4,1998,1-4-1998,2,TN,2
1023,1023,Australia,-20.5724,150.126,0,4,1998,1-4-1998,2,TN,2
1024,1024,Australia,-20.3435,150.1329,0,4,1998,1-4-1998,1,TN,2
1025,1025,Australia,-20.3435,150.1329,0,4,1998,1-4-1998,1,TN,2
1026,1026,Australia,-20.702,150.1841,0,4,1998,1-4-1998,2,TN,2
1027,1027,Australia,-20.702,150.1841,0,4,1998,1-4-1998,2,TN,2
1028,1028,Australia,-20.3461,150.1982,0,4,1998,1-4-1998,1,TN,2
1029,1029,Australia,-20.3461,150.1982,0,4,1998,1-4-1998,1,TN,2
1030,1030,Australia,-20.682,150.2283,0,4,1998,1-4-1998,2,TN,2
1031,1031,Australia,-20.682,150.2283,0,4,1998,1-4-1998,2,TN,2
1032,1032,Australia,-20.405,150.2362,0,4,1998,1-4-1998,1,TN,2
1033,1033,Australia,-20.405,150.2362,0,4,1998,1-4-1998,1,TN,2
1034,1034,Australia,-20.4495,150.2396,0,4,1998,1-4-1998,1,TN,2
1035,1035,Australia,-20.4495,150.2396,0,4,1998,1-4-1998,1,TN,2
1036,1036,Australia,-20.5177,150.2399,0,4,1998,1-4-1998,1,TN,2
1037,1037,Australia,-20.5177,150.2399,0,4,1998,1-4-1998,1,TN,2
1038,1038,Australia,-21.0673,150.2565,0,4,1998,1-4-1998,1,TN,2
1039,1039,Australia,-21.0673,150.2565,0,4,1998,1-4-1998,1,TN,2
1040,1040,Australia,-20.6591,150.2872,0,4,1998,1-4-1998,2,TN,2
1041,1041,Australia,-20.6591,150.2872,0,4,1998,1-4-1998,2,TN,2
1042,1042,Australia,-20.4726,150.2892,0,4,1998,1-4-1998,1,TN,2
1043,1043,Australia,-20.4726,150.2892,0,4,1998,1-4-1998,1,TN,2
1044,1044,Australia,-20.5361,150.3808,0,4,1998,1-4-1998,1,TN,2
1045,1045,Australia,-20.5361,150.3808,0,4,1998,1-4-1998,1,TN,2
1046,1046,Australia,-20.6011,150.3833,0,4,1998,1-4-1998,1,TN,2
1047,1047,Australia,-20.6011,150.3833,0,4,1998,1-4-1998,1,TN,2
1048,1048,Australia,-21.0842,150.4515,0,4,1998,1-4-1998,2,TN,2
1049,1049,Australia,-21.0842,150.4515,0,4,1998,1-4-1998,2,TN,2
1050,1050,Australia,-20.6524,150.4586,0,4,1998,1-4-1998,2,TN,2
1051,1051,Australia,-20.6524,150.4586,0,4,1998,1-4-1998,2,TN,2
1052,1052,Australia,-20.7187,150.4687,0,4,1998,1-4-1998,2,TN,2
1053,1053,Australia,-20.7187,150.4687,0,4,1998,1-4-1998,2,TN,2
1054,1054,Australia,-21.1251,150.4799,0,4,1998,1-4-1998,1,TN,2
1055,1055,Australia,-21.1251,150.4799,0,4,1998,1-4-1998,1,TN,2
1056,1056,Australia,-21.0534,150.5083,0,4,1998,1-4-1998,2,TN,2
1057,1057,Australia,-21.0534,150.5083,0,4,1998,1-4-1998,2,TN,2
1058,1058,Australia,-20.9779,150.5274,0,4,1998,1-4-1998,2,TN,2
1059,1059,Australia,-20.9779,150.5274,0,4,1998,1-4-1998,2,TN,2
1060,1060,Australia,-20.9355,150.5383,0,4,1998,1-4-1998,2,TN,2
1061,1061,Australia,-20.9355,150.5383,0,4,1998,1-4-1998,2,TN,2
1062,1062,Australia,-20.9501,150.6575,0,4,1998,1-4-1998,2,TN,2
1063,1063,Australia,-20.9501,150.6575,0,4,1998,1-4-1998,2,TN,2
1064,1064,Australia,-21.0287,150.9237,0,4,1998,1-4-1998,2,TN,2
1065,1065,Australia,-21.0287,150.9237,0,4,1998,1-4-1998,2,TN,2
1066,1066,Australia,-21.2142,151.0133,0,4,1998,1-4-1998,2,TN,2
1067,1067,Australia,-21.2142,151.0133,0,4,1998,1-4-1998,2,TN,2
1068,1068,Australia,-20.7461,151.0204,0,4,1998,1-4-1998,2,TN,2
1069,1069,Australia,-20.7461,151.0204,0,4,1998,1-4-1998,2,TN,2
1070,1070,Australia,-21.1749,151.0371,0,4,1998,1-4-1998,2,TN,2
1071,1071,Australia,-21.1749,151.0371,0,4,1998,1-4-1998,2,TN,2
1072,1072,Australia,-21.1261,151.0796,0,4,1998,1-4-1998,2,TN,2
1073,1073,Australia,-21.1261,151.0796,0,4,1998,1-4-1998,2,TN,2
1074,1074,Australia,-20.8114,151.0917,0,4,1998,1-4-1998,2,TN,2
1075,1075,Australia,-20.8114,151.0917,0,4,1998,1-4-1998,2,TN,2
1076,1076,Australia,-21.2598,151.1292,0,4,1998,1-4-1998,3,FP,3
1077,1077,Australia,-21.2598,151.1292,0,4,1998,1-4-1998,3,FP,3
1078,1078,Australia,-20.8031,151.1596,0,4,1998,1-4-1998,2,TN,2
1079,1079,Australia,-20.8031,151.1596,0,4,1998,1-4-1998,2,TN,2
1080,1080,Australia,-21.323,151.1682,0,4,1998,1-4-1998,3,FP,3
1081,1081,Australia,-21.323,151.1682,0,4,1998,1-4-1998,3,FP,3
1082,1082,Australia,-20.9294,151.2406,0,4,1998,1-4-1998,2,TN,2
1083,1083,Australia,-20.9294,151.2406,0,4,1998,1-4-1998,2,TN,2
1084,1084,Australia,-20.9709,151.2491,0,4,1998,1-4-1998,2,TN,2
1085,1085,Australia,-20.9709,151.2491,0,4,1998,1-4-1998,2,TN,2
1086,1086,Australia,-21.3805,151.2519,0,4,1998,1-4-1998,2,TN,2
1087,1087,Australia,-21.3805,151.2519,0,4,1998,1-4-1998,2,TN,2
1088,1088,Australia,-20.8696,151.253,0,4,1998,1-4-1998,2,TN,2
1089,1089,Australia,-20.8696,151.253,0,4,1998,1-4-1998,2,TN,2
1090,1090,Australia,-21.3918,151.2801,0,4,1998,1-4-1998,2,TN,2
1091,1091,Australia,-21.3918,151.2801,0,4,1998,1-4-1998,2,TN,2
